i	j	x	r	mach	theta	press	temp
55	22	0.403983	0.605362	1.3034	4.21555	109.828	3734.72
56	22	0.41359	0.595477	1.30659	4.19374	109.356	3731.3
57	22	0.423282	0.585556	1.30988	4.17015	108.872	3727.79
58	22	0.433056	0.575601	1.31326	4.1447	108.377	3724.17
59	22	0.442911	0.565617	1.31672	4.11731	107.869	3720.46
60	22	0.452844	0.555606	1.32028	4.08791	107.35	3716.64
61	22	0.462854	0.54557	1.32393	4.05643	106.819	3712.73
62	22	0.472938	0.535514	1.32768	4.02279	106.276	3708.71
63	22	0.483094	0.52544	1.33151	3.98692	105.721	3704.58
64	22	0.493181	0.515486	1.33494	3.96337	105.228	3700.9
65	22	0.50303	0.505812	1.33758	3.96256	104.848	3698.06
66	22	0.512892	0.496169	1.34042	3.95677	104.441	3695
67	22	0.522689	0.486632	1.34312	3.95576	104.055	3692.1
68	22	0.532626	0.477004	1.34621	3.94494	103.615	3688.77
69	22	0.542499	0.467483	1.34909	3.94126	103.207	3685.67
70	22	0.552568	0.457819	1.35247	3.92439	102.727	3682.02
71	22	0.562514	0.448318	1.35546	3.91982	102.305	3678.8
72	22	0.572644	0.438688	1.35893	3.90285	101.816	3675.06
73	22	0.582794	0.429087	1.36242	3.88656	101.326	3671.29
74	22	0.59292	0.419557	1.36581	3.87416	100.852	3667.63
75	22	0.603222	0.40991	1.36969	3.84912	100.311	3663.44
76	22	0.613418	0.400411	1.37323	3.83445	99.8174	3659.6
77	22	0.623685	0.390894	1.377	3.81489	99.2962	3655.53
78	22	0.634095	0.381295	1.38119	3.78411	98.7171	3650.99
79	22	0.644353	0.371885	1.38495	3.76686	98.2011	3646.92
80	22	0.654685	0.362457	1.38897	3.7433	97.6509	3642.57
81	22	0.665141	0.352966	1.39341	3.70856	97.0447	3637.75
82	22	0.675486	0.343625	1.39757	3.68282	96.4797	3633.24
83	22	0.685795	0.334366	1.40171	3.65889	95.9206	3628.75
84	22	0.696228	0.325045	1.40633	3.62201	95.2981	3623.73
85	22	0.70668	0.315758	1.41112	3.58091	94.6556	3618.52
86	22	0.71687	0.306752	1.41522	3.56075	94.1095	3614.07
87	22	0.727205	0.297665	1.41994	3.52361	93.4822	3608.94
88	22	0.737587	0.288587	1.42499	3.47761	92.8143	3603.44
89	22	0.747856	0.279655	1.42987	3.43722	92.1731	3598.14
90	22	0.757951	0.270922	1.43441	3.40731	91.5793	3593.2
91	22	0.768133	0.262158	1.43949	3.36228	90.9168	3587.65
92	22	0.778314	0.253444	1.44485	3.30976	90.2228	3581.81
93	22	0.788351	0.244897	1.45007	3.2612	89.5503	3576.12
94	22	0.797481	0.237163	1.45459	3.22603	88.9718	3571.2
95	22	0.799315	0.235613	1.45687	3.17456	88.6808	3568.71
96	22	0.802494	0.232932	1.45982	3.11713	88.3047	3565.49
97	22	0.806988	0.229149	1.46325	3.0595	87.869	3561.74
98	22	0.812607	0.224432	1.46632	3.02697	87.4806	3558.39
99	22	0.819647	0.218542	1.47011	2.98896	87.0041	3554.26
100	22	0.828119	0.21148	1.47455	2.94791	86.4471	3549.41
101	22	0.838005	0.203277	1.4795	2.9095	85.8293	3544
102	22	0.849322	0.193937	1.48498	2.87476	85.1486	3538.01
103	22	0.86215	0.183413	1.49123	2.83945	84.3778	3531.17
104	22	0.876584	0.171655	1.49875	2.7909	83.4572	3522.95
105	22	0.89259	0.158719	1.50854	2.6976	82.2709	3512.24
106	22	0.911462	0.143608	1.52391	2.46455	80.4331	3495.41
107	22	0.934651	0.12523	1.5469	2.02797	77.7443	3470.24
108	22	0.955255	0.109063	1.5604	1.86164	76.1976	3455.44
109	22	0.978242	0.0911868	1.58098	1.48905	73.8862	3432.89
110	22	1.00038	0.0741241	1.59578	1.29491	72.259	3416.67
111	22	1.0242	0.0559069	1.61655	0.921317	70.0238	3393.92
112	22	1.04798	0.0378734	1.63293	0.696172	68.3009	3376
113	22	1.07296	0.0190577	1.65493	0.276119	66.0405	3351.93
114	22	1.09842	0	1.67157	0	64.3715	3333.74

0	23	0.0568615	1.00202	1.25343	4.07584	117.375	3787.86
1	23	0.0598313	0.998625	1.25266	4.11265	117.495	3788.68
2	23	0.0629373	0.995069	1.25192	4.14916	117.608	3789.46
3	23	0.0661807	0.991356	1.25124	4.18521	117.714	3790.19
4	23	0.0695625	0.987483	1.2506	4.22068	117.812	3790.86
5	23	0.0730839	0.98345	1.25003	4.25544	117.901	3791.46
6	23	0.0767459	0.979257	1.24951	4.28936	117.98	3792.01
7	23	0.0805496	0.974902	1.24907	4.32232	118.049	3792.48
8	23	0.0844958	0.970384	1.2487	4.35425	118.106	3792.87
9	23	0.0885855	0.965704	1.2484	4.38503	118.152	3793.18
10	23	0.0928195	0.960862	1.24819	4.41461	118.185	3793.4
11	23	0.0971985	0.955857	1.24806	4.4429	118.205	3793.54
12	23	0.101723	0.95069	1.24802	4.46986	118.212	3793.59
13	23	0.106394	0.94536	1.24806	4.49545	118.205	3793.54
14	23	0.111211	0.93987	1.24819	4.51963	118.185	3793.4
15	23	0.116175	0.934219	1.24842	4.54238	118.15	3793.17
16	23	0.121286	0.928409	1.24873	4.5637	118.101	3792.83
17	23	0.126543	0.922442	1.24914	4.58359	118.038	3792.4
18	23	0.131946	0.916318	1.24964	4.60205	117.961	3791.87
19	23	0.137496	0.91004	1.25023	4.61911	117.87	3791.25
20	23	0.143191	0.90361	1.25091	4.63479	117.764	3790.53
21	23	0.14903	0.897031	1.25168	4.64913	117.646	3789.72
22	23	0.155013	0.890305	1.25253	4.66217	117.514	3788.81
23	23	0.161139	0.883435	1.25348	4.67396	117.368	3787.82
24	23	0.167406	0.876423	1.2545	4.68453	117.21	3786.73
25	23	0.173814	0.869273	1.25561	4.69395	117.04	3785.56
26	23	0.18036	0.861988	1.2568	4.70227	116.857	3784.3
27	23	0.187043	0.854572	1.25806	4.70954	116.662	3782.96
28	23	0.193862	0.847028	1.2594	4.71581	116.457	3781.54
29	23	0.200815	0.83936	1.26082	4.72113	116.24	3780.05
30	23	0.2079	0.83157	1.2623	4.72555	116.012	3778.47
31	23	0.215115	0.823664	1.26386	4.72911	115.774	3776.82
32	23	0.222458	0.815643	1.26548	4.73186	115.527	3775.1
33	23	0.229928	0.807513	1.26717	4.73382	115.269	3773.31
34	23	0.237522	0.799277	1.26893	4.73502	115.001	3771.45
35	23	0.245239	0.790939	1.27075	4.73547	114.724	3769.51
36	23	0.253076	0.782501	1.27263	4.7352	114.438	3767.51
37	23	0.261033	0.773968	1.27458	4.7342	114.143	3765.45
38	23	0.269106	0.765344	1.27659	4.73247	113.839	3763.31
39	23	0.277295	0.756631	1.27866	4.73	113.525	3761.1
40	23	0.285596	0.747833	1.2808	4.72677	113.203	3758.83
41	23	0.294009	0.738954	1.283	4.72276	112.871	3756.49
42	23	0.302532	0.729996	1.28527	4.71792	112.531	3754.07
43	23	0.311163	0.720963	1.2876	4.71223	112.18	3751.59
44	23	0.319901	0.711859	1.29	4.70563	111.821	3749.03
45	23	0.328743	0.702685	1.29247	4.69806	111.452	3746.39
46	23	0.337688	0.693446	1.29501	4.68948	111.073	3743.68
47	23	0.346735	0.684144	1.29763	4.67981	110.684	3740.89
48	23	0.355881	0.674783	1.30031	4.669	110.285	3738.02
49	23	0.365126	0.665364	1.30308	4.65696	109.876	3735.06
50	23	0.374469	0.655892	1.30592	4.64363	109.456	3732.02
51	23	0.383906	0.646368	1.30884	4.62892	109.025	3728.9
52	23	0.393437	0.636796	1.31185	4.61277	108.583	3725.68
53	23	0.403061	0.627178	1.31494	4.59509	108.13	3722.37
54	23	0.412775	0.617518	1.31811	4.57581	107.666	3718.97
55	23	0.422578	0.607817	1.32137	4.55485	107.191	3715.47
56	23	0.432468	0.59808	1.32473	4.53213	106.703	3711.87
57	23	0.442443	0.588308	1.32817	4.50757	106.205	3708.18
58	23	0.452502	0.578505	1.3317	4.48111	105.694	3704.38
59	23	0.462643	0.568673	1.33533	4.45268	105.172	3700.49
60	23	0.472862	0.558815	1.33905	4.4222	104.638	3696.48
61	23	0.483159	0.548935	1.34286	4.38959	104.093	3692.38
62	23	0.493531	0.539035	1.34677	4.35481	103.535	3688.17
63	23	0.503827	0.529258	1.35028	4.33214	103.038	3684.39
64	23	0.513868	0.519768	1.35302	4.33181	102.65	3681.44
65	23	0.523926	0.510303	1.35595	4.32653	102.235	3678.27
66	23	0.533915	0.500947	1.35875	4.32591	101.841	3675.25
67	23	0.544054	0.491494	1.36193	4.31561	101.394	3671.81
68	23	0.554123	0.482149	1.36491	4.31226	100.977	3668.6
69	23	0.564401	0.472656	1.36839	4.29593	100.491	3664.84
70	23	0.574548	0.463329	1.37148	4.29161	100.061	3661.5
71	23	0.584889	0.453868	1.37505	4.27507	99.5658	3657.64
72	23	0.595253	0.444435	1.37864	4.25915	99.0696	3653.76
73	23	0.605589	0.435073	1.38213	4.24697	98.5879	3649.97
74	23	0.616114	0.425588	1.38611	4.22236	98.0414	3645.66
75	23	0.626525	0.416254	1.38977	4.20783	97.5411	3641.7
76	23	0.637012	0.406897	1.39364	4.18844	97.0133	3637.5
77	23	0.647653	0.397454	1.39794	4.15801	96.4295	3632.83
78	23	0.658132	0.388202	1.40181	4.14071	95.9063	3628.64
79	23	0.668691	0.378928	1.40594	4.11717	95.35	3624.15
80	23	0.679384	0.369585	1.4105	4.08264	94.7394	3619.2
81	23	0.68996	0.360393	1.41478	4.05678	94.1683	3614.55
82	23	0.700497	0.351283	1.41903	4.03258	93.6028	3609.93
83	23	0.711172	0.342102	1.42377	3.99566	92.9762	3604.78
84	23	0.721869	0.332951	1.42867	3.95454	92.3301	3599.44
85	23	0.732285	0.324088	1.4329	3.93363	91.7766	3594.84
86	23	0.742862	0.315134	1.43774	3.89609	91.1449	3589.56
87	23	0.753494	0.306181	1.44291	3.84985	90.4743	3583.93
88	23	0.764008	0.297376	1.4479	3.8089	89.8292	3578.49
89	23	0.774337	0.28877	1.45257	3.77793	89.2296	3573.39
90	23	0.784767	0.280124	1.45778	3.73217	88.5641	3567.71
91	23	0.795202	0.271521	1.46326	3.67902	87.8687	3561.74
92	23	0.805488	0.263084	1.4686	3.62955	87.194	3555.9
93	23	0.814838	0.255453	1.47323	3.59301	86.6115	3550.84
94	23	0.816748	0.253898	1.47549	3.54306	86.3294	3548.38
95	23	0.820036	0.251226	1.47843	3.48701	85.9617	3545.16
96	23	0.824668	0.24747	1.48188	3.43041	85.5326	3541.39
97	23	0.83043	0.242809	1.48502	3.39751	85.1435	3537.96
98	23	0.837647	0.236989	1.48889	3.35883	84.6654	3533.73
99	23	0.84633	0.230013	1.49345	3.3166	84.1053	3528.74
100	23	0.856457	0.221914	1.49855	3.27609	83.4818	3523.17
101	23	0.868044	0.212695	1.50422	3.23799	82.7923	3516.96
102	23	0.881178	0.202308	1.5107	3.19783	82.0108	3509.88
103	23	0.895965	0.190693	1.51846	3.143	81.0808	3501.38
104	23	0.912396	0.177887	1.52846	3.04338	79.8949	3490.43
105	23	0.93186	0.162848	1.5439	2.80917	78.0908	3473.52
106	23	0.955885	0.144467	1.56671	2.3828	75.483	3448.53
107	23	0.977061	0.128416	1.58051	2.20986	73.9393	3433.41
108	23	1.00083	0.110555	1.60102	1.84555	71.6908	3410.94
109	23	1.02359	0.0935918	1.61619	1.64303	70.0627	3394.32
110	23	1.04822	0.0753809	1.63687	1.27971	67.8918	3371.69
111	23	1.07269	0.0574258	1.65376	1.04034	66.159	3353.2
112	23	1.09854	0.0385931	1.67543	0.655416	63.9901	3329.53
113	23	1.12477	0.0196142	1.69386	0.399996	62.1916	3309.41
114	23	1.15207	0	1.71802	0	59.8975	3283.07

0	24	0.0623147	1.00243	1.26557	4.46749	115.513	3775.01
1	24	0.0654686	0.99896	1.26487	4.50422	115.619	3775.75
2	24	0.0687623	0.995336	1.26422	4.54051	115.719	3776.44
3	24	0.0721971	0.991556	1.26363	4.57623	115.81	3777.07
4	24	0.0757741	0.98762	1.26309	4.61124	115.892	3777.64
5	24	0.0794943	0.983527	1.26262	4.64542	115.965	3778.14
6	24	0.0833589	0.979276	1.26221	4.67867	116.027	3778.57
7	24	0.0873689	0.974868	1.26188	4.71087	116.077	3778.92
8	24	0.0915253	0.9703	1.26162	4.74195	116.116	3779.19
9	24	0.0958288	0.965574	1.26145	4.77183	116.143	3779.38
10	24	0.10028	0.960689	1.26136	4.80044	116.157	3779.47
11	24	0.10488	0.955645	1.26136	4.82772	116.158	3779.48
12	24	0.10963	0.950443	1.26144	4.85364	116.145	3779.39
13	24	0.114528	0.945084	1.26161	4.87817	116.118	3779.2
14	24	0.119577	0.939568	1.26188	4.90128	116.078	3778.92
15	24	0.124775	0.933896	1.26223	4.92296	116.023	3778.55
16	24	0.130123	0.92807	1.26268	4.94323	115.955	3778.07
17	24	0.13562	0.922091	1.26322	4.96208	115.872	3777.5
18	24	0.141267	0.915962	1.26385	4.97954	115.776	3776.83
19	24	0.147062	0.909683	1.26457	4.99563	115.665	3776.07
20	24	0.153005	0.903258	1.26538	5.0104	115.542	3775.21
21	24	0.159095	0.89669	1.26628	5.02387	115.405	3774.26
22	24	0.16533	0.889979	1.26726	5.0361	115.255	3773.21
23	24	0.17171	0.883131	1.26833	5.04713	115.092	3772.08
24	24	0.178233	0.876146	1.26948	5.05702	114.917	3770.86
25	24	0.184899	0.86903	1.27071	5.06581	114.73	3769.55
26	24	0.191704	0.861784	1.27202	5.07357	114.531	3768.16
27	24	0.198648	0.854413	1.2734	5.08034	114.321	3766.69
28	24	0.205728	0.846919	1.27486	5.08618	114.1	3765.14
29	24	0.212944	0.839306	1.27639	5.09112	113.869	3763.52
30	24	0.220293	0.831579	1.27799	5.09522	113.627	3761.82
31	24	0.227773	0.823739	1.27966	5.0985	113.375	3760.04
32	24	0.235382	0.815792	1.2814	5.10101	113.113	3758.19
33	24	0.243119	0.807739	1.2832	5.10277	112.841	3756.27
34	24	0.250981	0.799586	1.28507	5.10379	112.561	3754.29
35	24	0.258966	0.791335	1.287	5.10409	112.271	3752.23
36	24	0.267073	0.782991	1.289	5.10368	111.971	3750.1
37	24	0.2753	0.774555	1.29106	5.10254	111.663	3747.9
38	24	0.283644	0.766032	1.29318	5.10067	111.346	3745.63
39	24	0.292105	0.757425	1.29537	5.09805	111.019	3743.3
40	24	0.300679	0.748738	1.29763	5.09466	110.684	3740.89
41	24	0.309366	0.739973	1.29995	5.09045	110.339	3738.41
42	24	0.318164	0.731133	1.30234	5.08539	109.985	3735.86
43	24	0.327071	0.722221	1.30479	5.07943	109.622	3733.23
44	24	0.336085	0.713242	1.30732	5.07251	109.249	3730.53
45	24	0.345205	0.704196	1.30992	5.06459	108.866	3727.74
46	24	0.35443	0.695088	1.3126	5.0556	108.474	3724.88
47	24	0.363757	0.68592	1.31534	5.04546	108.071	3721.94
48	24	0.373185	0.676695	1.31817	5.03412	107.658	3718.91
49	24	0.382714	0.667416	1.32107	5.02149	107.234	3715.79
50	24	0.39234	0.658084	1.32406	5.00751	106.8	3712.59
51	24	0.402063	0.648704	1.32713	4.99209	106.355	3709.29
52	24	0.411881	0.639278	1.33028	4.97516	105.899	3705.91
53	24	0.421793	0.629808	1.33353	4.95665	105.431	3702.42
54	24	0.431797	0.620297	1.33686	4.93648	104.953	3698.84
55	24	0.441891	0.610748	1.34028	4.91457	104.462	3695.16
56	24	0.452073	0.601163	1.34379	4.89086	103.961	3691.38
57	24	0.462341	0.591546	1.34739	4.86526	103.448	3687.5
58	24	0.472695	0.581898	1.35109	4.83772	102.923	3683.52
59	24	0.48313	0.572224	1.35488	4.80815	102.386	3679.43
60	24	0.493647	0.562525	1.35877	4.77651	101.838	3675.23
61	24	0.504241	0.552804	1.36275	4.74271	101.279	3670.93
62	24	0.514751	0.543209	1.36634	4.72084	100.777	3667.05
63	24	0.524989	0.533906	1.36918	4.7209	100.381	3663.99
64	24	0.535249	0.524626	1.37221	4.71606	99.9596	3660.71
65	24	0.545436	0.515453	1.37511	4.71574	99.5576	3657.58
66	24	0.555782	0.506179	1.37839	4.70586	99.104	3654.03
67	24	0.566055	0.497014	1.38146	4.70276	98.6802	3650.7
68	24	0.576548	0.487697	1.38504	4.68686	98.1886	3646.82
69	24	0.586901	0.478549	1.38823	4.68269	97.751	3643.36
70	24	0.597461	0.469261	1.39191	4.66648	97.2497	3639.38
71	24	0.608044	0.460001	1.3956	4.65081	96.7476	3635.38
72	24	0.618597	0.450811	1.3992	4.63875	96.2593	3631.47
73	24	0.629351	0.441493	1.40328	4.61445	95.7082	3627.04
74	24	0.639984	0.432327	1.40705	4.59994	95.2014	3622.95
75	24	0.650699	0.423137	1.41103	4.5806	94.6679	3618.62
76	24	0.661579	0.413853	1.41544	4.55039	94.0801	3613.83
77	24	0.672284	0.404765	1.41942	4.53294	93.5507	3609.5
78	24	0.683077	0.395649	1.42367	4.50928	92.9892	3604.88
79	24	0.694015	0.386459	1.42833	4.47482	92.3751	3599.81
80	24	0.704828	0.377422	1.43272	4.44873	91.799	3595.03
81	24	0.715602	0.368463	1.4371	4.42413	91.2282	3590.26
82	24	0.726525	0.359428	1.44195	4.38704	90.5983	3584.98
83	24	0.737475	0.350419	1.44697	4.34577	89.9497	3579.51
84	24	0.748126	0.341702	1.45132	4.32402	89.3901	3574.76
85	24	0.758953	0.332885	1.45628	4.28597	88.7553	3569.35
86	24	0.769843	0.324064	1.46156	4.23935	88.0831	3563.58
87	24	0.780609	0.31539	1.46668	4.19774	87.4354	3558
88	24	0.79118	0.306915	1.47148	4.16565	86.8314	3552.76
89	24	0.801867	0.298392	1.47681	4.11908	86.1644	3546.94
90	24	0.812563	0.289905	1.4824	4.06522	85.4689	3540.83
91	24	0.823107	0.281583	1.48786	4.01478	84.7933	3534.86
92	24	0.832685	0.274058	1.49261	3.97686	84.2083	3529.66
93	24	0.834673	0.272501	1.49484	3.92826	83.9347	3527.22
94	24	0.838073	0.269842	1.49779	3.87342	83.575	3524
95	24	0.842845	0.266116	1.50126	3.81767	83.1524	3520.21
96	24	0.848756	0.261512	1.50446	3.78434	82.7634	3516.7
97	24	0.856157	0.255766	1.50842	3.74494	82.2848	3512.37
98	24	0.865059	0.24888	1.51309	3.70151	81.7233	3507.26
99	24	0.875436	0.240888	1.51833	3.65899	81.0961	3501.52
100	24	0.887303	0.231795	1.52418	3.61776	80.4008	3495.11
101	24	0.900755	0.221548	1.53087	3.57322	79.612	3487.79
102	24	0.91591	0.210081	1.53886	3.51291	78.6767	3479.04
103	24	0.932782	0.197409	1.54906	3.40797	77.4946	3467.86
104	24	0.952859	0.182457	1.56458	3.17304	75.7238	3450.86
105	24	0.977741	0.164095	1.58729	2.75532	73.1898	3425.98
106	24	0.999515	0.14817	1.60135	2.57707	71.6542	3410.57
107	24	1.02409	0.130345	1.62185	2.21927	69.4625	3388.12
108	24	1.04751	0.113491	1.63735	2.01052	67.8413	3371.15
109	24	1.07297	0.0953073	1.65804	1.6542	65.7261	3348.53
110	24	1.09817	0.0774385	1.67534	1.40658	63.9986	3329.62
111	24	1.12489	0.0586141	1.69695	1.03322	61.894	3306.03
112	24	1.15192	0.0396995	1.71604	0.749977	60.0829	3285.23
113	24	1.18017	0.0200476	1.73921	0.331224	57.9447	3260.02
114	24	1.20912	0	1.75923	0	56.1494	3238.28

0	25	0.0680728	1.0029	1.27845	4.88126	113.557	3761.33
1	25	0.0714182	0.999366	1.27784	4.91779	113.65	3761.98
2	25	0.0749073	0.99568	1.27728	4.95375	113.734	3762.57
3	25	0.0785413	0.991841	1.27678	4.98902	113.81	3763.1
4	25	0.0823212	0.987849	1.27635	5.02347	113.875	3763.57
5	25	0.0862483	0.983703	1.27598	5.05699	113.931	3763.95
6	25	0.0903237	0.979403	1.27569	5.08948	113.975	3764.26
7	25	0.0945482	0.974948	1.27547	5.12085	114.007	3764.49
8	25	0.0989229	0.970339	1.27534	5.15103	114.028	3764.64
9	25	0.103449	0.965574	1.27529	5.17995	114.035	3764.69
10	25	0.108126	0.960654	1.27533	5.20756	114.03	3764.65
11	25	0.112955	0.95558	1.27545	5.23382	114.011	3764.52
12	25	0.117937	0.950353	1.27566	5.25869	113.978	3764.29
13	25	0.123072	0.944972	1.27597	5.28215	113.932	3763.97
14	25	0.12836	0.939438	1.27637	5.30421	113.872	3763.54
15	25	0.133801	0.933755	1.27686	5.32485	113.798	3763.02
16	25	0.139395	0.927921	1.27744	5.34409	113.71	3762.4
17	25	0.145141	0.921941	1.27811	5.36195	113.609	3761.69
18	25	0.151038	0.915814	1.27887	5.37845	113.493	3760.88
19	25	0.157087	0.909545	1.27973	5.39364	113.365	3759.97
20	25	0.163285	0.903134	1.28067	5.40754	113.223	3758.97
21	25	0.169633	0.896585	1.28169	5.42022	113.068	3757.88
22	25	0.176128	0.8899	1.2828	5.4317	112.901	3756.7
23	25	0.18277	0.883082	1.284	5.44206	112.721	3755.43
24	25	0.189557	0.876135	1.28527	5.45133	112.53	3754.07
25	25	0.196487	0.869061	1.28662	5.45957	112.327	3752.63
26	25	0.203558	0.861863	1.28805	5.46684	112.113	3751.1
27	25	0.21077	0.854546	1.28956	5.47318	111.888	3749.5
28	25	0.218119	0.847112	1.29113	5.47864	111.652	3747.82
29	25	0.225605	0.839565	1.29278	5.48326	111.406	3746.06
30	25	0.233225	0.831907	1.2945	5.48708	111.15	3744.23
31	25	0.240976	0.824144	1.29628	5.49013	110.884	3742.33
32	25	0.248859	0.816278	1.29813	5.49244	110.609	3740.35
33	25	0.256869	0.808312	1.30005	5.49402	110.324	3738.3
34	25	0.265006	0.80025	1.30204	5.49488	110.03	3736.18
35	25	0.273267	0.792095	1.30408	5.49504	109.727	3733.99
36	25	0.281651	0.783851	1.3062	5.49448	109.415	3731.73
37	25	0.290155	0.775521	1.30838	5.49319	109.093	3729.4
38	25	0.298778	0.767108	1.31062	5.49116	108.763	3726.99
39	25	0.307518	0.758614	1.31293	5.48836	108.424	3724.52
40	25	0.316373	0.750044	1.31531	5.48476	108.075	3721.97
41	25	0.325341	0.741401	1.31776	5.48031	107.718	3719.35
42	25	0.334422	0.732686	1.32028	5.47496	107.35	3716.65
43	25	0.343613	0.723903	1.32287	5.46868	106.974	3713.87
44	25	0.352912	0.715054	1.32553	5.46139	106.587	3711.02
45	25	0.362319	0.706143	1.32826	5.45303	106.191	3708.08
46	25	0.371831	0.697173	1.33107	5.44354	105.785	3705.06
47	25	0.381448	0.688145	1.33396	5.43286	105.368	3701.95
48	25	0.391167	0.679062	1.33694	5.4209	104.941	3698.76
49	25	0.400987	0.669928	1.33999	5.40759	104.504	3695.47
50	25	0.410907	0.660744	1.34312	5.39287	104.055	3692.09
51	25	0.420925	0.651513	1.34635	5.37665	103.596	3688.62
52	25	0.43104	0.642238	1.34966	5.35886	103.125	3685.06
53	25	0.44125	0.632921	1.35306	5.33942	102.644	3681.39
54	25	0.451553	0.623565	1.35655	5.31827	102.151	3677.62
55	25	0.461947	0.614172	1.36013	5.29533	101.646	3673.76
56	25	0.472431	0.604746	1.36381	5.27053	101.131	3669.79
57	25	0.483003	0.595288	1.36758	5.24381	100.603	3665.71
58	25	0.493661	0.585801	1.37145	5.21509	100.065	3661.53
59	25	0.504402	0.576289	1.37542	5.18432	99.5145	3657.24
60	25	0.515225	0.566753	1.37948	5.15143	98.953	3652.84
61	25	0.525956	0.557346	1.38316	5.13026	98.4468	3648.86
62	25	0.536398	0.548234	1.38609	5.13064	98.0441	3645.68
63	25	0.546865	0.539142	1.38922	5.12615	97.616	3642.29
64	25	0.557257	0.530156	1.39222	5.12604	97.2069	3639.04
65	25	0.567816	0.521067	1.3956	5.1165	96.7475	3635.38
66	25	0.578298	0.512087	1.39878	5.11356	96.3167	3631.93
67	25	0.589013	0.502951	1.40245	5.098	95.8201	3627.94
68	25	0.599579	0.493985	1.40575	5.09389	95.3756	3624.36
69	25	0.610364	0.484876	1.40953	5.0779	94.8693	3620.26
70	25	0.621173	0.475792	1.41332	5.0624	94.3619	3616.13
71	25	0.631951	0.466779	1.41703	5.05035	93.8678	3612.1
72	25	0.642941	0.457634	1.42122	5.02625	93.3126	3607.55
73	25	0.653803	0.448641	1.4251	5.01167	92.8003	3603.33
74	25	0.664752	0.439621	1.42919	4.99227	92.2619	3598.87
75	25	0.675878	0.430503	1.4337	4.96217	91.6709	3593.96
76	25	0.686818	0.421583	1.43781	4.94446	91.1362	3589.49
77	25	0.697852	0.412631	1.44216	4.92059	90.5703	3584.74
78	25	0.709042	0.4036	1.44694	4.88608	89.9537	3579.54
79	25	0.720101	0.394721	1.45145	4.85964	89.3736	3574.62
80	25	0.731119	0.38592	1.45594	4.83456	88.7985	3569.72
81	25	0.742299	0.377036	1.46091	4.79719	88.1665	3564.3
82	25	0.75351	0.368173	1.46604	4.75565	87.5163	3558.7
83	25	0.764402	0.359607	1.47052	4.73299	86.9519	3553.8
84	25	0.775488	0.350934	1.4756	4.69434	86.3151	3548.25
85	25	0.786644	0.34225	1.481	4.64724	85.6424	3542.36
86	25	0.797671	0.333711	1.48624	4.6049	84.9934	3536.63
87	25	0.808494	0.325372	1.49116	4.57164	84.3864	3531.25
88	25	0.819445	0.316977	1.49661	4.5242	83.7191	3525.29
89	25	0.830413	0.308612	1.50231	4.46957	83.0246	3519.06
90	25	0.841222	0.30041	1.50789	4.41813	82.3495	3512.95
91	25	0.851038	0.292996	1.51276	4.37885	81.7634	3507.62
92	25	0.853105	0.291439	1.51497	4.33147	81.4976	3505.2
93	25	0.856619	0.288795	1.51792	4.27768	81.1457	3501.97
94	25	0.861537	0.285103	1.52141	4.22265	80.7297	3498.15
95	25	0.867601	0.280561	1.52468	4.18886	80.3415	3494.56
96	25	0.875192	0.274892	1.52873	4.1487	79.8635	3490.13
97	25	0.884321	0.2681	1.53351	4.10409	79.3019	3484.9
98	25	0.894957	0.26022	1.53889	4.05962	78.6729	3479.01
99	25	0.907117	0.251257	1.54491	4.01549	77.9741	3472.41
100	25	0.920901	0.241155	1.55179	3.96697	77.1813	3464.88
101	25	0.936439	0.22984	1.55999	3.90182	76.2439	3455.89
102	25	0.953769	0.217312	1.57039	3.79232	75.0685	3444.49
103	25	0.97448	0.20246	1.58601	3.55695	73.3307	3427.38
104	25	1.00025	0.184142	1.60867	3.14665	70.8654	3402.55
105	25	1.02264	0.168354	1.623	2.96402	69.3417	3386.87
106	25	1.04805	0.150585	1.64354	2.61148	67.2031	3364.39
107	25	1.07216	0.133851	1.65935	2.39786	65.5943	3347.1
108	25	1.09848	0.115716	1.6801	2.04669	63.5301	3324.42
109	25	1.12444	0.0979443	1.69776	1.79339	61.8166	3305.16
110	25	1.15208	0.0791504	1.71943	1.42665	59.7663	3281.54
111	25	1.17996	0.060308	1.73897	1.13402	57.9663	3260.27
112	25	1.2092	0.0406586	1.76205	0.738375	55.9004	3235.22
113	25	1.2391	0.0206711	1.78338	0.420108	54.047	3212.11
114	25	1.27018	0	1.80889	0	51.8997	3184.54

0	26	0.0741456	1.00344	1.2921	5.31792	111.507	3746.79
1	26	0.0776903	0.99985	1.29158	5.35413	111.585	3747.34
2	26	0.0813827	0.996109	1.29112	5.38965	111.654	3747.83
3	26	0.0852239	0.992219	1.29072	5.42436	111.713	3748.26
4	26	0.089215	0.988178	1.2904	5.45816	111.762	3748.6
5	26	0.0933573	0.983988	1.29015	5.49093	111.799	3748.87
6	26	0.0976517	0.979646	1.28997	5.5226	111.825	3749.06
7	26	0.102099	0.975153	1.28988	5.55309	111.839	3749.16
8	26	0.106701	0.97051	1.28987	5.58232	111.841	3749.17
9	26	0.111457	0.965715	1.28995	5.61026	111.829	3749.09
10	26	0.116369	0.960769	1.29011	5.63685	111.804	3748.91
11	26	0.121436	0.955673	1.29037	5.66206	111.766	3748.64
